,id,project_code,pq_num,po_so_num,asndn_num,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor,moleculetest_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,po_sent_to_vendor_date_year,scheduled_delivery_date_year,delivered_to_client_date_year,delivery_recorded_date_year,pq_first_sent_to_client_date_year,moleculetest_type_processed,cluster_labels,active_ingredients,description_type,manufacturing_location,manufacturers,days_init_client_vendor,days_vendor_deliver_planned,days_vendor_deliver_actual,delivery_delay,recorded_date_lag,days_from__arrival,days_from_vendor_arrival
4188,39967,104-CI-T30,FPQ-12714,SCMS-205000,ASN-21883,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-07-30,2013-09-02,2013-10-07,2013-10-07,2013-10-08,ARV,Pediatric,Aurobindo Pharma Limited,Zidovudine,Generic,100mg,Capsule,100,670,3015.0,4.5,0.04,"Aurobindo Unit III, India",True,76.0,1921.02,3.73,2013.0,2013,2013,2013,2013.0,zidovudine,6,Zidovudine,,"Telangana, IN",Aurobindo,34.0,35.0,35.0,0.0,1.0,69.0,35.0
4189,39971,108-VN-T30,FPQ-10286,SCMS-155700,ASN-17019,Vietnam,PMO - US,Direct Drop,FCA,Air,2012-07-25,2012-08-14,2012-12-11,2012-12-11,2012-12-11,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,104,1581.84,15.21,0.25,ABBVIE Ludwigshafen Germany,True,18.0,612.07,2.22,2012.0,2012,2012,2012,2012.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,20.0,119.0,119.0,0.0,0.0,139.0,119.0
4190,40033,114-UG-T30,FPQ-15303,SCMS-264940,ASN-31156,Uganda,PMO - US,Direct Drop,EXW,Air,2014-11-11,2014-11-25,2015-04-08,2015-04-08,2015-04-08,ARV,Pediatric,Aurobindo Pharma Limited,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,4250,34170.0,8.04,0.13,"Aurobindo Unit III, India",True,424.0,1488.99,40.22,2014.0,2015,2015,2015,2014.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Telangana, IN",Aurobindo,14.0,134.0,134.0,0.0,0.0,148.0,134.0
4191,40044,116-ZA-T30,FPQ-12523,SCMS-199310,ASN-29450,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-12,2013-08-13,2014-11-19,2014-11-19,2014-11-19,ARV,Adult,S. BUYS WHOLESALER,Etravirine,Intelence,100mg,Tablet,120,39,1523.85,39.07,0.33,"Janssen-Cilag, Latina, IT",False,1047.0,0.0,1.89,2013.0,2014,2014,2014,2013.0,etravirine,9,Etravirine,,"Latina, IT",Janssen-Cilag,32.0,463.0,463.0,0.0,0.0,495.0,463.0
4192,40070,116-ZA-T30,FPQ-14942,SCMS-259076,ASN-32524,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,2015-06-02,2015-06-02,2015-06-02,2015-06-02,ARV,Adult,PHARMACY DIRECT,Abacavir,Generic,300mg,Tablet,60,31,1545.41,49.85,0.83,"Aurobindo Unit III, India",False,1047.0,0.0,1.59,2015.0,2015,2015,2015,2014.0,abacavir,5,Abacavir,,"Telangana, IN",Aurobindo,264.0,0.0,0.0,0.0,0.0,264.0,0.0
4193,40100,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27980,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,19,626.77,32.99,0.55,Hetero Unit III Hyderabad IN,False,1047.0,0.0,0.78,2014.0,2014,2014,2014,2013.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Hyderabad, IN",Hetero,412.0,0.0,0.0,0.0,0.0,412.0,0.0
4194,40136,116-ZA-T30,FPQ-14942,SCMS-259076,ASN-32524,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,2015-06-02,2015-06-02,2015-06-02,2015-06-02,ARV,Pediatric,PHARMACY DIRECT,Efavirenz,Generic,200mg,Capsule,90,8,136.35,17.04,0.19,"Aurobindo Unit III, India",False,1047.0,0.0,0.14,2015.0,2015,2015,2015,2014.0,efavirenz,2,Efavirenz,,"Telangana, IN",Aurobindo,264.0,0.0,0.0,0.0,0.0,264.0,0.0
4199,40286,107-RW-T30,FPQ-13157,SCMS-215450,ASN-23606,Rwanda,PMO - US,Direct Drop,FCA,Air,2013-10-28,2013-12-02,2014-01-22,2014-01-22,2014-01-24,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,500,2970.0,5.94,0.1,ABBVIE Ludwigshafen Germany,True,65.0,985.26,3.05,2013.0,2014,2014,2014,2013.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,35.0,51.0,51.0,0.0,2.0,86.0,51.0
4202,40365,106-HT-T30,FPQ-15038,SCMS-262840,ASN-31821,Haiti,PMO - US,Direct Drop,EXW,Ocean,2014-10-22,2014-12-24,2015-07-03,2015-07-03,2015-07-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,6000,11940.0,1.99,0.03,Mylan (formerly Matrix) Nashik,True,1047.0,5039.030000000001,12.27,2014.0,2015,2015,2015,2014.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Nashik, IN",Mylan,63.0,191.0,191.0,0.0,10.0,254.0,191.0
4205,40443,108-VN-T30,FPQ-15292,SCMS-268410,ASN-30672,Vietnam,PMO - US,Direct Drop,FCA,Air,2014-12-05,2014-12-18,2015-03-19,2015-03-19,2015-03-19,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,30,128,2977.28,23.26,0.78,ABBVIE Ludwigshafen Germany,True,1232.0,2769.45,3.5,2014.0,2015,2015,2015,2014.0,ritonavir,8,Ritonavir,,"Ludwigshafen, DE",Abbvie,13.0,91.0,91.0,0.0,0.0,104.0,91.0
4210,40498,104-CI-T30,FPQ-4381,SCMS-57380,ASN-6453,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2009-11-05,2009-11-17,2010-04-16,2010-04-16,2010-04-16,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,3559,60360.64,16.96,0.09,"MSD, Haarlem, NL",True,1061.0,2454.99,118.31,2009.0,2010,2010,2010,2009.0,efavirenz,2,Efavirenz,,"Haarlem, NL",MSD,12.0,150.0,150.0,0.0,0.0,162.0,150.0
4211,40555,109-TZ-T30,FPQ-5174,SCMS-66910,ASN-6721,Tanzania,PMO - US,Direct Drop,FCA,Air,2010-03-01,2010-03-12,2010-06-11,2010-06-04,2010-06-04,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2855,103236.8,36.16,0.3,ABBVIE Ludwigshafen Germany,True,1047.0,5039.030000000001,222.58,2010.0,2010,2010,2010,2010.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,11.0,91.0,84.0,-7.0,0.0,95.0,84.0
4213,40584,116-ZA-T30,FPQ-7176,SCMS-104370,ASN-11395,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-04-01,2011-08-15,2011-09-15,2011-09-15,ARV,Adult,Aurobindo Pharma Limited,Zidovudine,Generic,300mg,Tablet,60,7548,55100.4,7.3,0.12,"Aurobindo Unit III, India",True,391.0,659.58,90.92,2011.0,2011,2011,2011,2011.0,zidovudine,6,Zidovudine,,"Telangana, IN",Aurobindo,22.0,136.0,167.0,31.0,0.0,189.0,167.0
4220,40680,104-CI-T30,FPQ-12806,SCMS-206570,ASN-24432,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-08-09,2013-09-17,2014-02-27,2014-02-27,2014-03-26,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,7000,8750.0,1.25,0.04,"Aurobindo Unit III, India",True,480.0,5325.3,10.82,2013.0,2014,2014,2014,2013.0,nevirapine,1,Nevirapine,,"Telangana, IN",Aurobindo,39.0,163.0,163.0,0.0,27.0,202.0,163.0
4224,40790,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27976,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,62,1597.1,25.76,0.21,ABBVIE Ludwigshafen Germany,False,1047.0,0.0,1.98,2014.0,2014,2014,2014,2013.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,412.0,0.0,0.0,0.0,0.0,412.0,0.0
4225,40791,108-VN-T30,FPQ-7898,SCMS-113620,ASN-13100,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-06-27,2011-07-08,2011-12-22,2011-12-22,2011-12-22,ARV,Adult,STRIDES ARCOLAB LIMITED,Lamivudine,Generic,150mg,Tablet,60,23355,54884.25,2.35,0.04,"Strides, Bangalore, India.",True,1073.0,5221.88,90.56,2011.0,2011,2011,2011,2011.0,lamivudine,0,Lamivudine,,"Bangalore, IN",Strides,11.0,167.0,167.0,0.0,0.0,178.0,167.0
4228,40821,901-CM-T30,FPQ-12528,SCMS-196500,ASN-22068,Cameroon,PMO - US,Direct Drop,EXW,Air,2013-06-21,2013-06-28,2013-11-09,2013-10-30,2013-10-31,ARV,Adult,CIPLA LIMITED,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,12600,57960.0,4.6,0.15,"Cipla, Kurkumbh, India",True,1278.0,15106.61,71.7,2013.0,2013,2013,2013,2013.0,lamivudine tenofovir disoproxil fumarate,7,Lamivudine/Tenofovir Disoproxil Fumarate,,"Kurkumbh, IN",Cipla,7.0,134.0,124.0,-10.0,1.0,131.0,124.0
4229,40836,161-ZA-T30,FPQ-7175,SCMS-103380,ASN-12992,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-03-24,2012-01-04,2012-01-04,2012-01-04,ARV,Adult,Aurobindo Pharma Limited,Zidovudine,Generic,300mg,Tablet,60,6384,46603.2,7.3,0.12,"Aurobindo Unit III, India",True,331.0,5766.83,76.9,2011.0,2012,2012,2012,2011.0,zidovudine,6,Zidovudine,,"Telangana, IN",Aurobindo,14.0,286.0,286.0,0.0,0.0,300.0,286.0
4231,40841,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27976,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,273,6169.93,22.6,0.75,"Aurobindo Unit III, India",False,1047.0,0.0,7.63,2014.0,2014,2014,2014,2013.0,tenofovir disoproxil fumarate,7,Tenofovir Disoproxil Fumarate,,"Telangana, IN",Aurobindo,412.0,0.0,0.0,0.0,0.0,412.0,0.0
4232,40851,901-CM-T30,FPQ-12837,SCMS-204330,ASN-21572,Cameroon,PMO - US,Direct Drop,EXW,Air,2013-08-19,2013-08-23,2013-09-26,2013-09-26,2013-09-26,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Zidovudine,Generic,300mg,Tablet,60,5000,32500.0,6.5,0.11,Mylan (formerly Matrix) Nashik,True,294.0,4339.64,40.2,2013.0,2013,2013,2013,2013.0,zidovudine,6,Zidovudine,,"Nashik, IN",Mylan,4.0,34.0,34.0,0.0,0.0,38.0,34.0
4237,40933,116-ZA-T30,FPQ-3560,SCMS-49661,ASN-5051,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-05-07,2009-07-21,2009-08-27,2009-08-27,2009-08-27,ARV,Adult,S. BUYS WHOLESALER,Ritonavir,Norvir,100mg,Capsule,84,123,1348.43,10.96,0.13,ABBVIE (Abbott) Logis. UK,True,1047.0,0.0,2.64,2009.0,2009,2009,2009,2009.0,ritonavir,8,Ritonavir,,GB,Abbvie,75.0,37.0,37.0,0.0,0.0,112.0,37.0
4238,40934,108-VN-T30,FPQ-12051,SCMS-188570,ASN-21378,Vietnam,PMO - US,Direct Drop,FCA,Air,2013-05-03,2013-08-19,2013-09-16,2013-09-16,2013-09-16,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,30,71,1651.46,23.26,0.78,ABBVIE Ludwigshafen Germany,True,15.0,493.42,2.04,2013.0,2013,2013,2013,2013.0,ritonavir,8,Ritonavir,,"Ludwigshafen, DE",Abbvie,108.0,28.0,28.0,0.0,0.0,136.0,28.0
4239,40935,108-VN-T30,FPQ-15692,SCMS-274350,ASN-32776,Vietnam,PMO - US,Direct Drop,EXW,Air,2015-01-28,2015-02-17,2015-07-27,2015-07-27,2015-07-27,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,13000,84370.0,6.49,0.11,Mylan (formerly Matrix) Nashik,True,1047.0,5039.030000000001,99.3,2015.0,2015,2015,2015,2015.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Nashik, IN",Mylan,20.0,160.0,160.0,0.0,0.0,180.0,160.0
4240,40936,108-VN-T30,FPQ-10286,SCMS-156310,ASN-17176,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-07-25,2012-08-15,2012-12-14,2012-12-14,2012-12-14,ARV,Adult,HETERO LABS LIMITED,Abacavir,Generic,300mg,Tablet,60,385,4966.5,12.9,0.22,Hetero Unit III Hyderabad IN,False,1047.0,1934.17,6.96,2012.0,2012,2012,2012,2012.0,abacavir,5,Abacavir,,"Hyderabad, IN",Hetero,21.0,121.0,121.0,0.0,0.0,142.0,121.0
4241,40942,106-HT-T30,FPQ-4389,SCMS-58040,ASN-7322,Haiti,PMO - US,Direct Drop,CIP,Air,2009-11-03,2009-11-24,2010-06-29,2010-06-29,2010-06-29,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,180,3052.8,16.96,0.09,"MSD, Haarlem, NL",True,1047.0,0.0,6.58,2009.0,2010,2010,2010,2009.0,efavirenz,2,Efavirenz,,"Haarlem, NL",MSD,21.0,217.0,217.0,0.0,0.0,238.0,217.0
4246,41032,116-ZA-T30,FPQ-13973,SCMS-238554,ASN-28627,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-04-30,2014-10-03,2014-10-03,2014-10-03,2014-10-03,ARV,Adult,PHARMACY DIRECT,Efavirenz,Generic,600mg,Tablet,30,51,795.4,15.6,0.52,"Aurobindo Unit III, India",False,1047.0,0.0,0.82,2014.0,2014,2014,2014,2014.0,efavirenz,2,Efavirenz,,"Telangana, IN",Aurobindo,156.0,0.0,0.0,0.0,0.0,156.0,0.0
4248,41045,107-RW-T30,FPQ-3859,SCMS-49080,ASN-5589,Rwanda,PMO - US,Direct Drop,CIP,Air,2009-06-30,2009-07-16,2009-12-15,2009-12-15,2009-12-15,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,60,34500,106605.0,3.09,0.05,Hetero Unit III Hyderabad IN,True,2044.0,10883.65,208.95,2009.0,2009,2009,2009,2009.0,nevirapine,1,Nevirapine,,"Hyderabad, IN",Hetero,16.0,152.0,152.0,0.0,0.0,168.0,152.0
4249,41056,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-11-14,2013-12-02,2014-01-13,2014-01-13,2014-01-13,ARV,Pediatric,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,8,46.26,5.78,0.1,ABBVIE Ludwigshafen Germany,False,1047.0,0.0,0.05,2013.0,2014,2014,2014,2013.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,18.0,42.0,42.0,0.0,0.0,60.0,42.0
4250,41062,101-CD-T30,FPQ-12093,SCMS-189050,ASN-21267,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,2013-04-23,2013-05-23,2014-01-15,2014-01-15,2014-02-04,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,304,1805.76,5.94,0.1,ABBVIE Ludwigshafen Germany,True,43.0,453.31,2.23,2013.0,2014,2014,2014,2013.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,30.0,237.0,237.0,0.0,20.0,267.0,237.0
4251,41092,104-CI-T30,FPQ-9756,SCMS-147690,ASN-17354,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2012-04-23,2012-06-06,2012-12-31,2012-12-31,2012-12-31,ARV,Pediatric,Aurobindo Pharma Limited,Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,7228,33248.8,4.6,0.08,"Aurobindo Unit III, India",True,338.0,3845.67,46.61,2012.0,2012,2012,2012,2012.0,abacavir lamivudine,5,Abacavir/Lamivudine,,"Telangana, IN",Aurobindo,44.0,208.0,208.0,0.0,0.0,252.0,208.0
4252,41096,101-CD-T30,FPQ-11103,SCMS-170580,ASN-18712,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2012-12-07,2013-01-03,2013-07-11,2013-07-19,2013-07-19,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,492,615.0,1.25,0.04,"Aurobindo Unit III, India",True,27.0,938.06,0.76,2013.0,2013,2013,2013,2012.0,nevirapine,1,Nevirapine,,"Telangana, IN",Aurobindo,27.0,189.0,197.0,8.0,0.0,224.0,197.0
4254,41132,116-ZA-T30,FPQ-12523,SCMS-199316,ASN-27044,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-12,2014-07-04,2014-07-04,2014-07-04,2014-07-04,ARV,Adult,S. BUYS WHOLESALER,Ritonavir,Norvir,100mg,Capsule,84,3,19.05,6.35,0.08,ABBVIE (Abbott) Logis. UK,True,1047.0,0.0,0.02,2014.0,2014,2014,2014,2013.0,ritonavir,8,Ritonavir,,GB,Abbvie,357.0,0.0,0.0,0.0,0.0,357.0,0.0
4255,41146,113-ZW-T30,FPQ-3998,SCMS-49710,ASN-4729,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2009-07-14,2009-07-21,2009-09-01,2009-09-01,2009-09-01,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2,  3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,2000,40000.0,20.0,0.8,"Standard Diagnostics, Korea",True,624.0,4756.06,78.4,2009.0,2009,2009,2009,2009.0,hiv 1 2 bioline 3 0 kit lancets capillary pipets alcohol swabs included,4,HIV 1/2,3.0 Kit,KR,Standard Diagnostics,7.0,42.0,42.0,0.0,0.0,49.0,42.0
4258,41201,116-ZA-T30,FPQ-3596,SCMS-50362,ASN-5862,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-05-07,2009-09-22,2009-12-08,2009-12-08,2009-12-08,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Generic,150mg,Tablet,60,46,470.75,10.23,0.17,"Aurobindo Unit III, India",True,1047.0,0.0,0.92,2009.0,2009,2009,2009,2009.0,lamivudine,0,Lamivudine,,"Telangana, IN",Aurobindo,138.0,77.0,77.0,0.0,0.0,215.0,77.0
4261,41232,106-HT-T30,FPQ-14083,SCMS-240170,ASN-27004,Haiti,PMO - US,Direct Drop,EXW,Air,2014-05-11,2014-06-02,2014-08-25,2014-08-25,2014-08-28,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,60,10050,21909.0,2.18,0.04,Hetero Unit III Hyderabad IN,True,659.0,5586.53,22.52,2014.0,2014,2014,2014,2014.0,nevirapine,1,Nevirapine,,"Hyderabad, IN",Hetero,22.0,84.0,84.0,0.0,3.0,106.0,84.0
4262,41238,101-AF-T30,FPQ-15746,SCMS-275090,ASN-30861,Afghanistan,PMO - US,Direct Drop,EXW,Air,2015-01-20,2015-02-09,2015-07-12,2015-07-12,2015-07-13,ANTM,Malaria,IMRES B.V.,Quinine (as dihydrochloride),Generic,600mg/2ml,Injection,100,32,800.0,25.0,0.25,"Gland Pharma, Hyderabad, IN",True,68.0,555.49,0.94,2015.0,2015,2015,2015,2015.0,quinine as dihydrochloride,9,Quinine (as dihydrochloride),,"Hyderabad, IN",Gland Pharmaceuticals,20.0,153.0,153.0,0.0,1.0,173.0,153.0
4263,41260,108-VN-T30,FPQ-15040,SCMS-263650,ASN-30553,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-10-30,2014-12-08,2015-03-23,2015-03-23,2015-03-23,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,21384,217047.6,10.15,0.34,Mylan (formerly Matrix) Nashik,True,2406.0,4219.32,223.12,2014.0,2015,2015,2015,2014.0,efavirenz lamivudine tenofovir disoproxil fumarate,7,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,,"Nashik, IN",Mylan,39.0,105.0,105.0,0.0,0.0,144.0,105.0
4264,41279,116-ZA-T30,FPQ-14942,SCMS-259079,ASN-33854,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,2014-10-09,2015-08-24,2015-08-24,2015-08-24,ARV,Pediatric,PHARMACY DIRECT,Atazanavir,Reyataz,150mg,Capsule,60,3,47.7,15.9,0.26,"BMS Evansville, US",False,1047.0,0.0,0.05,2014.0,2015,2015,2015,2014.0,atazanavir,9,Atazanavir,,"Evansville, US",Bristol-Myers Squibb,28.0,319.0,319.0,0.0,0.0,347.0,319.0
4267,41298,111-MZ-T30,FPQ-15276,SCMS-263010,ASN-31456,Mozambique,PMO - US,Direct Drop,FCA,Air,2014-10-28,2014-11-07,2015-05-06,2015-05-06,2015-06-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,60,120,822.0,6.85,0.11,ABBVIE Ludwigshafen Germany,True,1047.0,5039.030000000001,0.97,2014.0,2015,2015,2015,2014.0,ritonavir,8,Ritonavir,,"Ludwigshafen, DE",Abbvie,10.0,180.0,180.0,0.0,36.0,190.0,180.0
4268,41301,116-ZA-T30,FPQ-14942,SCMS-259073,ASN-30673,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,2015-02-12,2015-02-12,2015-02-12,2015-02-12,ARV,Adult,PHARMACY DIRECT,Etravirine,Intelence,100mg,Tablet,120,2,51.19,25.6,0.21,"Janssen-Cilag, Latina, IT",True,1047.0,0.0,0.05,2015.0,2015,2015,2015,2014.0,etravirine,9,Etravirine,,"Latina, IT",Janssen-Cilag,154.0,0.0,0.0,0.0,0.0,154.0,0.0
4270,41304,103-ZW-T30,FPQ-15220,SCMS-261580,ASN-31449,Zimbabwe,PMO - US,Direct Drop,FCA,Air,2014-10-27,2014-10-30,2015-04-22,2015-04-22,2015-04-23,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,19922,118336.68,5.94,0.1,ABBVIE Ludwigshafen Germany,True,3991.0,34670.93,139.28,2014.0,2015,2015,2015,2014.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,3.0,174.0,174.0,0.0,1.0,177.0,174.0
4272,41381,106-HT-T30,FPQ-11442,SCMS-177180,ASN-18919,Haiti,PMO - US,Direct Drop,EXW,Ocean,2013-01-30,2013-03-11,2013-08-07,2013-08-07,2013-08-07,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60,2430,5224.5,2.15,0.04,"Aurobindo Unit III, India",False,1047.0,8768.76,6.46,2013.0,2013,2013,2013,2013.0,lamivudine,0,Lamivudine,,"Telangana, IN",Aurobindo,40.0,149.0,149.0,0.0,0.0,189.0,149.0
4273,41399,106-HT-T30,FPQ-14895,SCMS-261050,ASN-30327,Haiti,PMO - US,Direct Drop,EXW,Air,2014-09-24,2014-11-14,2015-02-24,2015-02-24,2015-02-24,ARV,Adult,HETERO LABS LIMITED,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,384,1363.2,3.55,0.12,Hetero Unit III Hyderabad IN,True,42.0,2391.08,1.4,2014.0,2015,2015,2015,2014.0,tenofovir disoproxil fumarate,7,Tenofovir Disoproxil Fumarate,,"Hyderabad, IN",Hetero,51.0,102.0,102.0,0.0,0.0,153.0,102.0
4274,41414,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27976,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,30,257,4298.6,16.73,0.56,Hetero Unit III Hyderabad IN,False,1047.0,0.0,5.32,2014.0,2014,2014,2014,2013.0,efavirenz,2,Efavirenz,,"Hyderabad, IN",Hetero,412.0,0.0,0.0,0.0,0.0,412.0,0.0
4276,41431,106-HT-T30,FPQ-14895,SCMS-261700,ASN-30811,Haiti,PMO - US,Direct Drop,EXW,Air,2014-09-24,2014-11-14,2015-03-26,2015-03-26,2015-03-30,ARV,Adult,HETERO LABS LIMITED,Zidovudine,Generic,300mg,Tablet,60,990,5445.0,5.5,0.09,Hetero Unit III Hyderabad IN,True,69.0,694.54,5.6,2014.0,2015,2015,2015,2014.0,zidovudine,6,Zidovudine,,"Hyderabad, IN",Hetero,51.0,132.0,132.0,0.0,4.0,183.0,132.0
4277,41444,108-VN-T30,FPQ-6818,SCMS-97850,ASN-11024,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-01-17,2011-02-15,2011-06-22,2011-06-22,2011-06-22,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5070,41827.5,8.25,0.14,Mylan (formerly Matrix) Nashik,False,1047.0,18207.5,69.02,2011.0,2011,2011,2011,2011.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Nashik, IN",Mylan,29.0,127.0,127.0,0.0,0.0,156.0,127.0
